Exhibit Category	Exhibit Subcategory (if applicable)	Image Filename	XML Filename	Artist Name	Active Dates	Publication Date	Creation Date	Format	Donor	Location	Rights	Description
Photography		Eskind_VUMC-E_Goodpasture-scrapbook.jpg	Eskind_VUMC-E_Goodpasture-scrapbook.xml	[Dr. Ernest W. Goodpasture in His Lab]		-	1937	Black-and-white photographs	MSS0029, Ernest Goodpasture Papers, Series 10, Box 16A, Folder 03, Image 049	Eskind Biomedical Library	Public Domain	Ernest Goodpasture studied medicine at Johns Hopkins University, earning his M.D. in 1912. He became interested in vaccines working at Chelsea Naval Hospital’s pathology lab during the 1918 influenza epidemic. In 1925, Dr. Goodpasture arrived at Vanderbilt as part of the move to modernize medical education in the South. He discovered how to culture vaccines in fertile hen’s eggs. This discovery made possible effective, cheap vaccines for influenza, small pox and other diseases.
Photography		Eskind_VUMC-K_Anderson-Scrapbook-B.jpg	Eskind_VUMC-K_Anderson-Scrapbook-A.xml	[Dr. Katherine Anderson in the Laboratory]		-	1937	Black-and-white photographs	MSS0029, Ernest Goodpasture Papers, Series 10, Box 16A, Folder 3, Image 14	Eskind Biomedical Library	Public Domain	Katherine Anderson (1909-1995) received a PhD in bacteriology from Vanderbilt in 1940. Her interest in viruses led to her work in Dr. Goodpasture's lab. The couple married in 1945, after which she worked on environmental issues, natural habitats and ornithology.
Photography		Eskind_VUMC-K_Anderson-Scrapbook-B.jpg	Eskind_VUMC-K_Anderson-Scrapbook-B.xml	[Dr. Katherine Anderson in the Laboratory]		-	1937	Black-and-white photographs	MSS0029, Ernest Goodpasture Papers, Series 10, Box 16A, Folder 3, Image 14	Eskind Biomedical Library	Public Domain	Katherine Anderson (1909-1995) received a PhD in bacteriology from Vanderbilt in 1940. Her interest in viruses led to her work in Dr. Ernest Goodpasture's lab. The couple married in 1945, after which she worked on environmental issues, natural habitats and ornithology.
Photography		Eskind_VUMC-Lt.Kennon-1917.jpg	Eskind_VUMC-Lt.Kennon-1917.xml	Lt. Kennon's Moustache and Lesser Objects		-	1918-1919	Black-and-white photographs	Vanderbilt History Files: Series 2, Folder 8, Image 10	Eskind Biomedical Library	Public Domain	Dr. William G. Kennon specialized in surgery of the eye, ear, nose and throat. Vanderbilt and other medical schools recruited doctors and nurses to assist the American Expeditionary Force in France after the U.S. joined the war in 1917. One of 12 doctors from Vanderbilt, Kennon worked with Nashville-area nurses and enlisted men at Vanderbilt Hospital Unit S in Nevers, Central France. In contrast to the formal portraits, this image shows the photographer’s sense of humor.
Photography		Eskind_VUMC-Transit_in_France-1918.jpg	Eskind_VUMC-Transit-in-France-1918.xml	Rapid Transit in France		-	1918	Black-and-white photographs	Vanderbilt History Files: Series 2, Folder 8, Image 8	Eskind Biomedical Library	Public Domain	Many soldiers in the American Expeditionary Forces took their cameras to war. The unknown photographer was likely part of the Vanderbilt Unit serving at Camp Hospital 28. Despite the Army Signal Corps’ sales of souvenir photographs of units and AEF infrastructure, personal images like this one showed a more informal side of daily life in France. The other two photographs titled by the photographer, perhaps as a joke, are “Lt. Kennon’s Moustache and Lesser Objects” and “Representing Various Scholarly Attitudes.”
Photography		Eskind_VUMC-WW1-Hospital_Mess-1918.jpg	Eskind_VUMC-WW1-Hospital_Mess-1918.xml	[Officers' and Nurses' Mess, Camp Hospital 28, Nevers, France 1918]	United States. Army. Signal Corps	-	1918-12-28	Black-and-white photographs	Vanderbilt History Files: Series 2, Folder 8, Image 16	Eskind Biomedical Library	Public Domain	The American Expeditionary Forces depended upon regular train service and hospitals were positioned near major railroad junctions. Nevers, 150 miles south of Paris, was a central supply depot for matériel, veterinary hospitals and hospitals. Officers at front table include left to right: Dr. Witt, Unknown, Dr. Dixon, Dr. McKinney and Dr. McCabe. One officer recalled “We had over 17,000 shattered bones to mend, over 3,500 arms and legs to amputate and 20 times that many to save.”
Photography		Eskind_VUMC-WW1-Nurses-1918.jpg	Eskind_VUMC-WW1-Nurses-1918.xml	[Nurses with the Vanderbilt Hospital in France]	United States. Army. Signal Corps	-	1919-01-21	Black-and-white photographs	Vanderbilt History Files: Series 2, Folder 8, Image 3	Eskind Biomedical Library	Public Domain	Few nurses were identified in the Army Signal Corps photographs of nursing units. The Vanderbilt Unit included doctors and local nurses from Davidson County. Head Nurse Catherine Sinnot had worked for St. Thomas Hospital and was awarded the Distinguished Service Medal for her "splendid leadership, tireless energy, and unselfish devotion."  In 1918, Nashville’s Confederate veterans raised $887 to send small Christmas gifts of French money to 31 privates and 16 nurses, perhaps Sinnot and her colleagues shown here.
Photography		Eskind_VUMC-WW1-Vanderbilt_Unit-1917.jpg	Eskind_VUMC-WW1-Vanderbilt_Unit-1917.xml	[Vanderbilt Unit, World War I, August 1, 1917]		-	1917-08-01	Black-and-white photographs	Vanderbilt History Files: Series 2, Folder 8, Image 5	Eskind Biomedical Library	Public Domain	Over 2,500 Vanderbilt men served in World War I once the United States joined the fighting in April 1917. The Vanderbilt Unit included 12 doctors, enlisted men and nurses from Tennessee. Most of its members served 150 miles from Paris at Nevers, in Central France. Camp Hospital 28 had 450 patient beds and surgeries, laundries, labs and other buildings required to provide medical care.
Photography		Eskind_VUMC-W_Gunter-scrapbook.jpg	Eskind_VUMC-W_Gunter-Scrapbook.xml	[William Gunter, Jr. Autopsy Technician and Photographer]		-	1937	Black-and-white photographs	MSS0029: Ernest Goodpasture Papers, Series 10, Box 16A, Folder 003, Image 025	Eskind Biomedical Library	Public Domain	William Gunter, Jr. was an autopsy technician in the department of pathology, as well as a skilled photographer praised by Dr. Goodpasture for his work for pathology and other departments. William’s brother Albert and his father Bill Sr., both worked in pathology as assistants or deaners.
Photography		FreedomPress_Camera_12.jpg	FreedomPress_Camera_12.xml	[Jack Corn's Nikon Camera]	Nikon, inc.	-	1960-1980?	35 mm camera	MSS0774, Jack Corn Collection	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University	Jack Corn described his work as dependent on lighting conditions: “No matter how much talent a professional photographer has, one keeper, i.e. a good photograph, per one roll of film is a good harvest.” He made these images from 1956 to 1979 in Appalachian towns while staff photographer for The Nashville Tennessean newspaper and for the Documerica project, photographing environmental damage in coal fields. Corn was photojournalist in residence at Western Kentucky University from 1977 to 1984.
Photography		Mosquito Heart Dept_of_Biological_Sciences.jpg	Heart of the Mosquito Anopheles Gambiae.xml	[Heart of the Mosquito Anopheles Gambiae]	King, Jonas Glenn, Hillyer, Julián F.	-	2010	Photomicrographs	Department of Biological Sciences and Institute for Global Health, Hillyer image	Vanderbilt University. Department of Biology	Copyright; licensed to Vanderbilt University courtesy of Dr. Jonas G. King and Professor Julián F. Hillyer, Vanderbilt University Department of Biological Sciences	The mosquito heart is a long muscular tube tethered to the dorsal cuticle (the mosquito’s back), extending the length of the abdomen.  To obtain this fluorescence microphotograph, a mosquito was dissected, isolating the dorsal portion of the abdomen. Two fluorescent dyes were applied.  One binds muscle cells and stains them green.  The second binds DNA and stains cell nuclei blue.  The image is viewed top down. The heart is the narrow tube that extends horizontally across the entire photograph.
Photography		MS0031-Andromeda-slide21.jpg	MS0031-Andromeda-slide21.xml	[Andromeda Galaxy]	Barnard, Edward Emerson, 1857-1923	-	1887-1923	Black-and-white photographs, Astrophotographs	MSS0031, Edward Emerson Barnard Papers, Box 43, Folder 5	Vanderbilt University Special Collections	Public Domain	Edward Emerson Barnard was known for his photographs of galaxies, especially after joining the University of Chicago's Yerkes Observatory. Each image took many hours of exposure. While clear skies in California made observations easy, in Wisconsin, conditions were hampered by poor weather. Although 2.5 million light-years away, Andromeda galaxy is our largest and closest galactic neighbor.
Photography		MS0031-Barnard-Lick-Obsrv1893.jpg	MS0031-Barnard-Lick-Obsrv1893.xml	[Barnard Leaning against Telescope at Lick Observatory, Mt. Hamilton, CA]	Barnard, Edward Emerson, 1857-1923	-	1893	Black-and-white photographs	MSS0031, Edward Emerson Barnard Papers, Box 43, Folder 05	Vanderbilt University Special Collections	Public Domain	Barnard moved to California in 1887 to inaugurate the new observatory at Mount Hamilton near San Jose. He discovered the first non-Galilean moon of Jupiter, Amalthea, in September 1892 over 275 years after Galileo's discoveries. Observatory staff fought over access to the 36-inch telescope, making working conditions difficult. Barnard moved to Yerkes Observatory in Williams Bay, Wisconsin in 1895 with an astronomy appointment at the University of Chicago.
Photography		MS0031-Barnard-Lick-Obsrv1913.jpg	MS0031-Barnard-Lick-Obsrv1913.xml	[Barnard with Refractor Telescope at Lick Observatory, CA]	Barnard, Edward Emerson, 1857-1923	-	1887-1895	Black-and-white photographs	MSS0031, Edward Emerson Barnard Papers, Box 43, Folder 05	Vanderbilt University Special Collections	Public Domain	While at Lick Observatory, Barnard was the first astronomer to discover a comet using photgraphic plates. In 1889, he became the first astronomer to observe the eclipse of Saturn's satellite Iapetus.
Photography		MS0031-Braid-Barnard-Calvert.jpg	MS0031-Braid-Barnard-Calvert.xml	[Edward Emerson Barnard with J.W. Braid and P.R.Calvert]	Poole, Rodney	-	1870-1879	Black-and-white photographs	MSS0031, Edward Emerson Barnard Papers, Box 43, Folder 09	Vanderbilt University Special Collections	Public Domain	Barnard (center) worked for a Nashville photography studio from an early age. His boss and mentor J.W. Braid (on his left) gave him his first telescope. P.R. Calvert (on his right) introduced Barnard to his sister Rhoda; they married in 1881.
Photography		MS0031-Jupiter_Camera-c1885.jpg	MS0031-Jupiter_Camera-c1885.xml	[Jupiter Camera, Nashville, TN]		-	1866	Black-and-white photographs	MSS0031, Edward Emerson Barnard Papers, Photo Box	Vanderbilt University Special Collections	Public Domain	Edward Emerson Barnard worked in John H. Van Stavoren's Nashville photography studio as a nine-year-old. He had to keep this solar camera, designed to make life-sized enlargements on silvered paper from negatives, directed on the sun to avoid setting fire to nearby buildings. This meant spending hours awake on the roof in all weather. The poor quality of the paper, which was difficult to obtain in Nashville during early Reconstruction, required the immense lens to produce an intense solar beam.
Photography		MS0031-P-Barnard-Total_Eclipse-June_8_1918.jpg	MS0031-P-Barnard-Total-Eclipse-June_8_1918.xml	[Total Eclipse of the Sun, June 8, 1918]	Barnard, Edward Emerson, 1857-1923	-	1918-06-08	Lantern slides	MSS0031, Edward Emerson Barnard Papers, Box 43, Folder 02	Vanderbilt University Special Collections	Public Domain	Barnard pioneered astrophotography as well as discovering 15 comets and the first non-Galilean moon of Jupiter. His astronomical photographs were published posthumously as A Photographic Atlas of Selected Regions of the Milky Way (1927) completed by the director of Yerkes Observatory and Mary R. Calvert, Barnard's niece, who worked as his assistant.
Photography		MS0031-SolarEclipse-slide11.jpg	MS0031-Solar-Eclipse-Slide_11.xml	[Solar Eclipse]	Barnard, Edward Emerson, 1857-1923	-	1887-1895	Black-and-white photographs	MSS0031, Edward Emerson Barnard Papers, Box 43, Folder 005	Vanderbilt University Special Collections	Public Domain	While at Lick Observatory, Barnard was the first astronomer to discover a comet using photographic plates. In 1889, he became the first astronomer to observe the eclipse of Saturn's satellite Iapetus.  His pioneering astrophotography and discovery of 20 comets made him a legendary figure.  His astronomical photographs were published after his death as A Photographic Atlas of Selected Regions of the Milky Way.
Photography		MS0123-P-Centennial_Cufflinks-1897.jpg	MS0123-P-Centennial_Cufflinks-1897.xml	[Souvenir Lapel Pins]	Whitehead and Hoag (Firm)	-	1897	Lapel Pins	MSS0123, William Lofland Dudley Papers	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University	The six-month Tennessee Centennial and International Exposition attracted over one-and-a-half-million tourists to see the “Athens of the South.” Despite extensive railway promotion by W.A. Henderson and other railroad executives, attendance was low due to an outbreak of yellow fever across the Gulf States. Like San Francisco's Palace of Fine Arts, Nashville's Parthenon was recreated in the 1920s. Souvenirs like these circulated widely in the United States after expositions in Philadelphia (1876) and in Chicago (1893).
Photography		MS0242-Kirkland_family_relative.jpg	MS0242-Kirkland_family_relative.xml	[Kirkland Family Relative]		-	1875-1890	Card photographs (photographs)	MSS0242, James Hampton Kirkland Papers, Box 38, Folder 11 "Kirkland and Henderson Relatives"	Vanderbilt University Special Collections	Public Domain	Today when a cellphone holds thousands of photographs, it’s easy to forget that holding a loved one’s image in your hand was until recently, impossible for all but the wealthy. This young woman, posing for her portrait, wears her corset laced to an uncommonly small size. Although corsets are mythologized as sex objects today, in the 19th century, corsets were worn by all women who wanted their body shape to conform to the current style. By the 1880s, small round waists were equated with good breeding and gentility.
Photography		MS0242-P-Becky-Grandma_Henderson's_Cook-1890.jpg	MS0242-P-Becky_Grandma_Henderson's_Cook-1890.xml	[Becky, Grandma Henderson's Cook for Many Years]	Weiser, G.W.	-	1896-1896?	Card photographs (photographs)	MSS0242, James Hampton Kirkland Papers, Box "PH Arch/Kirk;and Henderson Family"	Vanderbilt University Special Collections	Public Domain	Weiser’s four studios across downtown Knoxville catered to the residents of a booming industrial and violent city in the early 1900s. Railroad expansion after the Civil War connected eastern Tennessee with the rest of the South, bringing Welsh, Swiss and other immigrants. Becky’s large sleeves and the studio’s address on W. Clinch Street date this photograph to about 1896, when William Henderson and his wife Harriet would have been busy with plans for the Tennessee Centennial Exposition.
Photography		MS0242-P-Elizabeth_Kirkland_Merritt-Nurse_Ida-c1901.jpg	MS0242-P-Elizabeth-Kirkland-Merritt-Nurse-Ida-c1901.xml	[Elizabeth Kirkland Merritt with Her Nurse, Ida]	Moore & Stephenson	-	1901-1908	Card photographs (photographs)	MSS0242, James Hampton Kirkland Papers, Box 38, Folder 11 "Kirkland and Henderson Relatives"	Vanderbilt University Special Collections	Public Domain	American parents around 1900 faced issues familiar to parents today, including balancing their children’s needs with their own.  While we do not know much about Elizabeth's caretaker Ida, we can see the affectionate gesture of the little girl. Elizabeth, the only child of James Kirkland, was born in 1898. In 1919, she graduated from Wellesley College. She married Benjamin D. Meritt soon after; the couple lived in New Jersey where Meritt taught at Princeton’s Institute for Advanced Study.
Photography		MS0242-P-Grandpa_Henderson-Confederate_Uniform-c1860.jpg	MS0242-P-Grandpa_Henderson-Confederate_Uniform-c1860.xml	[Grandpa Henderson in His Confederate Uniform]		-	1860-1860?	Daguerreotypes (photographs)	MSS0242, James Hampton Kirkland Papers, Box "PH Arch/ Kirk Fam" Folder "Kirkland and Henderson Relatives"	Vanderbilt University Special Collections	Public Domain	William Henderson served the Confederate States of America as aid-de-camp on staff of Brigadier-General Leadbetter and later Major-General Heth. Wounded at Petersburg, he was captured and spent four months a prisoner in Washington and upstate New York. He rejoined his former regiment in the ranks and surrendered at Appomattox. A successful attorney in Knoxville, Henderson’s portrait from the 1890s is also shown in this exhibition.
Photography		MS0242-P-Harriet_Eliza_Smiley(Henderson)-c1860.jpg	MS0242-P-Harriet_Eliza_Smiley(Henderson)-c1860-.xml	[Harriet Elizabeth Smiley Henderson]		-	1860-1860?	Daguerreotypes (photographs)	MSS0242, James Hampton Kirkland Papers, Box 38, Folder 11 "Kirkland and Henderson Relatives"	Vanderbilt University Special Collections	Public Domain	Harriet Smiley was born in Vermont in 1838; her family included Revolutionary War officer Colonel John Barrett. She graduated from the Knoxville Female Academy and married William Henderson in November 1866. Harriet’s fashionable dress dates this image to the early 1860s. She may have intended her portrait for William to carry with him while he fought in the war. The Hendersons were married 55 years. Their daughters Mary and Anna, born in 1867 and 1869, trained in Boston and Berlin to become accomplished musicians.
Photography		MS0242-P-Louise_and_Willie_Tarboux-1895.jpg	MS0242-P-Louise_and_Willie-Tarboux-1895.xml	[Louise and Willie Tarboux]	Ehrhard Brand and Company	-	1895	Card photographs (photographs)	MSS0242, James Hampton Kirkland Papers, Box 38, Folder 11 "Kirkland and Henderson Relatives"	Vanderbilt University Special Collections	Public Domain	Reverend John W. Tarboux worked in Brazil as a Methodist missionary and high school principal for 37 years. His wife Susan was James Kirkland’s sister. Their son Willie, aged one, wears polka dots. His older sister wears a fancy bonnet. Juiz de Fora, a town in the Paraibuna Valley, 50 miles north of Rio in Minas Gerais, was a state where mining companies helped the economy expand. Brand’s studio opened December 31, 1889. Many Brazilian studios were run by Americans or Europeans.
Photography		MS0242-P-Mary_Henderson-Robert_Clark_and_friends-c1887.jpg	MS0242-P-Mary_Henderson-Robert_Clark_and_friends_c1887.xml	[Mary Henderson, Robert Clark and Friends]		-	1887	Card photographs (photographs)	MSS0242, James Hampton Kirkland Papers, Box 38, Folder 11 "Kirkland and Henderson Relatives"	Vanderbilt University Special Collections	Public Domain	By 1880, middle class women enjoyed active new summer sports like archery and tennis. While some players wore fine wool clothes called tuxedo suits, others dressed more casually like Mary Henderson, Robert Clark and their friends. One fan described tennis parties as “the highlight of society.” First played in Nahant, MA, in 1874, tennis gained players quickly with 33 clubs in play by 1881. Mary Henderson attended Boston’s Gannett Boarding School for two years after graduating from Knoxville High School.
Photography			MS0242-P-Mary_Henderson_Kirkland-1914.xml	[Mary Henderson Kirkland]		-	1914	Card photographs (photographs)	MSS0242, James Hampton Kirkland Papers, Box 38, Folder 11 "Kirkland and Henderson Relatives"	Vanderbilt University Special Collections	Public Domain	Did the Kodak camera make it possible to record emotion? Photographers could capture emotions easily with shorter exposure times with Kodak film cameras introduced in 1888. The subsequent craze for smiling images taken outdoors can be summed up in relaxed images like this one of Mary Henderson, circa 1910, on her holiday abroad. Just as we snap and share selfies today, our great-grandparents took huge numbers of photos, made albums and sent their favorites to friends and family.
Photography		MS0242-P-WA_Henderson-c1890.jpg	MS0242-P-WA_Henderson-c1890.xml	[Portrait of William A. Henderson]	Sol. Young Studio	-	1893-1921	Card photographs (photographs)	MSS0242, James Hampton Kirkland Papers, Box "PH arch/ Kirk Fam" F"Kirkland and Henderson Relatives"	Vanderbilt University Special Collections	Public Domain	After the Civil War, William A. Henderson practiced law in Knoxville and served as a judge prior to joining the Southern Railway in 1894 as assistant counsel.  Living in Washington, D.C., and in Knoxville, he worked for the 1896-97 Tennessee Centennial Exposition Company and served as Vice President of the Tennessee Historical Society. He visited one of Sol Young’s six studios in New York City, possibly on a business trip and may have sent this image to his grandchildren in Tennessee and Georgia.
Photography		MS0468-P-Boudoir_Hair-c1890-possibly_Alva_Vanderbilt.jpg	MS0468-P-Boudoir_Hair-c1890-possibly_Alva_Vanderbilt.xml	[Boudoir Hair, Possibly Alva Vanderbilt]		-	1890-1890?	Boudoir photographs, Card photographs (photographs)	MSS0468, Harold Stirling Vanderbilt Papers	Vanderbilt University Special Collections	Public Domain	Seen with her long hair down and wearing a loose wrapper, this woman, possibly Alva Vanderbilt, stares directly at the viewer/photographer. Is this room a boudoir? Her clothing and pose suggest that this is a private, relaxed moment, as does the paper print.
Photography		MS0468-P-Gertrude_Conaway_Vanderbilt-c1930.jpg	MS0468-P-Gertrude_Conaway_Vanderbilt-c1930.xml	[Gertrude Conaway Vanderbilt with Friend at a Costume Ball]		-	1930-1930?	Black-and-white photographs	MSS0468, Harold Stirling Vanderbilt Papers	Vanderbilt University Special Collections	Public Domain	An avid sailor, Gertrude and a friend pose in costume, possibly at a Vanderbilt party in Newport or Palm Beach. After her marriage in 1933 to Harold S. Vanderbilt (“Mike” to friends and family), Gertie sailed as one of the few women allowed on board racing J-class yachts in the 1930s. In 1937, the Vanderbilts sailed Rainbow, successfully defending the America’s Cup for the second time, with Gertie aboard as timekeeper, observer, and afterguard and Mike as skipper.
Photography		MS0468-P-Harold_Stirling_and_Gertrude_Conaway_Vanderbilt-c.1935.jpg	MS0468-P-Harold_Stirling_and_Gertrude_Conaway_Vanderbilt-c1935.xml	[Harold Stirling Vanderbilt and Gertrude Conaway Vanderbilt]		-	1935-1935?	Black-and-white photographs	MSS0468, Harold Stirling Vanderbilt Papers	Vanderbilt University Special Collections	Public Domain	After her marriage in 1933 to Harold S. Vanderbilt (“Mike” to friends and family), Gertie sailed as one of the few women allowed on board racing J-class yachts in the 1930s. Aboard Rainbow in 1937, the couple successfully defended the America’s Cup for the second time, with Gertie acting as timekeeper, observer, and afterguard and Mike as skipper. They remained avid sailors and were inducted into the America’s Cup Hall of Fame in 1993.
Photography		MS0483-P-Paris-Notre_Dame.jpg	MS0483-P-Paris-Notre_Dame.xml	[Notre Dame de Paris]	E.A. Seemann Verlag	-	1861-1861?	Lantern slides	MSS0483, Curtis Howe Walker Papers, Photo Box 2	Vanderbilt University Special Collections	Public Domain	Architectural portraits of medieval buildings often popularize restorations. When Victor Hugo made the cathedral famous in his novel, Notre-Dame de Paris (1831), he described a building that had been badly damaged during the French Revolution. It was restored in the mid-nineteenth-century by architects Eugène Emmanuel Viollet-le-Duc and Jean-Baptiste Lassus. The Gallery of Kings above the portals was battered by revolutionaries but re-installed in pristine form during the Restoration.
Photography		MS0546-P-70-North-1901.jpg	MS0546-P-70-North-1901.xml	[Ketteler Street Peking, China]	Underwood & Underwood, Ricalton, James	-	1901	Stereographs	MSS0546, Bets Ramsey Collection	Vanderbilt University Special Collections	Public Domain	In June 1900, anti-western riots in Peking and the 54-day siege of foreign embassies by Chinese militants made headlines. In this image of the foreigners' quarter, Ketteler Street has been renamed for the murdered German Minister Clemens von Ketteler. Manchu Captain En Hai murdered Ketteler for killing an unarmed Chinese Muslim boy. James Ricalton photographed sites, survivors, and daily life in September 1900 in Peking after the rebellion for Underwood & Underwood.
Photography		MS0546-P-77-YMCA-1901.jpg	MS0546-P-77-YMCA-1901.xml	[YMCA Rooms for Allies, Peking, China]	Underwood & Underwood, Ricalton, James	-	1901	Stereographs	MSS0546, Bets Ramsey Collection	Vanderbilt University Special Collections	Public Domain	James Ricalton photographed sites, survivors, and daily life in October 1900 in Peking after the rebellion for Underwood & Underwood. Troops posted in Peking found distractions at the YMCA with games, coffee, lunch, and books. The Y provided similar services to occupying American troops in Manila during the Spanish-American War. Ricalton intended his 100 images to make the viewer feel "quite at home among the streets" of Peking.
Photography		MS0546-P-85-Coach-1901.jpg	MS0546-P-85-Coach-1901.xml	[Springless, Seatless Coach--Coal Hill, in Imperial City]	Underwood & Underwood, Ricalton, James	-	1901	Stereographs	MSS0546, Bets Ramsey Collection, Photo Box 1	Vanderbilt University Special Collections	Public Domain	James Ricalton wrote of being the first westerner inside the Imperial City. He described the palace as “empty of nearly all portable articles” after the looting by Allied troops and missionaries. Ricalton wanted armchair travelers to experience "the very same feelings [in Peking]" as he had. He described two states of reality viewers would experience; the reality of the physical world and an altered state of consciousness or "soul life."
Photography		MS0546-P-86-Architecture-1901.jpg	MS0546-P-86-Architecture-1901.xml	[Typical Gateway over a Street in the Imperial City]	Underwood & Underwood, Ricalton, James	-	1901	Stereographs	MSS0546, Bets Ramsey Collection, Photo Box 1	Vanderbilt University Special Collections	Public Domain	Stereographers often structured their images around a human in the foreground so viewers focused on a vanishing point. This allowed viewers to feel as if they were in the depths of the picture.
Photography		MS0546-P-93-Miss_Smith-1901.jpg	MS0546-P-93-Miss_Smith-1901.xml	[Miss Smith, London Mission School, Peking, China]	Underwood & Underwood, Ricalton, James	-	1901	Stereographs	MSS0546, Bets Ramsey Collection, Photo Box 1	Vanderbilt University Special Collections	Public Domain	Georgina Smith ran the London Mission’s girls’ boarding school inside the embassy quarter. Her success sheltering Chinese Christian refugees there earned her fame in the West. Mark Twain and other pundits loudly criticized the wholesale looting of Chinese art and treasure after the rebellion, singling Smith out for organizing weekly auctions of looted Qing nobles’ property. Ricalton remembered the “greatest loot-marts in the city” on the “last two miles” of Ketteler Street.
Photography		MS0546-P-97-Conger-1901.jpg	MS0546-P-97-Conger-1901.xml	[American Minister Conger, Peking, China]	Underwood & Underwood, Ricalton, James	-	1901	Stereographs	MSS0546, Bets Ramsey Collection	Vanderbilt University Special Collections	Public Domain	Ambassador Edwin H. Conger and his family, with civilians from eleven western diplomatic legations and over 2,500 Chinese Christians were besieged in the embassy district for 54 days in summer 1900. Protesting against western Christian intrusions in their country, the Society of Righteous and Harmonious Fists (Boxers) fought with the Qing Empress and an estimated 40,000 Manchu troops to remove foreigners. Conger lived, though like many, suffered long-term health effects from their experiences.
Photography		MS0774-Amputee_Miner-1968.jpg	MS0774-Amputee_Miner-1968.xml	[Ed Marlowe, Paralyzed from a Roof Fall in a Coal Mine]	Corn, Jack, 1929-	-	1965	Black-and-white photographs	MSS0774, Jack Corn Collection, Image 053	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University	Ed Marlowe worked in the mines for twenty years before breaking his back in 1957 when the roof of a mine fell in on him. Federal inspectors were not even allowed to enter mines until 1941; it would be another six years before Congress authorized the formulation of the first code of federal regulations for mine safety. The Federal Coal Mine Safety Act of 1952 was the first of a succession of codes around mine safety.
Photography		MS0774-Cards_on_the_Hood-1968.jpg	MS0774-Cards_on_the_Hood-1968.xml	[Striking Miners Play Cards on the Picket Line at Brookside Mine, near Harlan, KY]	Corn, Jack, 1929-	-	1973	Black-and-white photographs	MSS0774, Jack Corn Collection, Image 094	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University	The miners’ 1972 strike against Duke Power Company over working conditions, wages, and labor practices inspired the award-winning documentary "Harlan County, USA." The miners struck to join United Workers of America, hoping to improve their jobs and lives. Their wives’ support proved critical to sustaining the strike over thirteen months. Corn’s images for The Tennessean humanized the miners.
Photography		MS0774-Classroom_stove-1968.jpg	MS0774-Classroom_stove-1968.xml	[Mrs. Helen Allread, Substitute Teacher at Crawford School]	Corn, Jack, 1929-	-	1961	Black-and-white photographs	MSS0774, Jack Corn Collection, Image 003	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University	Students at this one-room school in remote Overton County had recently gotten a hot lunch program, one of the first such programs in Tennessee. This was the main meal for the day for some students. Corn later wrote that he wanted to “hold up a mirror for society to look at itself.” His photos were used in President Johnson’s War on Poverty, which with the Appalachian Regional Commission, aimed to reduce the acute poverty of the 19 million rural residents across the 13 states making up Appalachia.
Photography		MS0774-Woman_Boy_on_Porch-c1968.jpg	MS0774-Woman_Boy_on_Porch-c1968.xml	[A Grandmother and Her Grandson “Just a Sitting,” near Logan, WV]	Corn, Jack, 1929-	-	1979	Black-and-white photographs	MSS0774, Jack Corn Collection, Image 104	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University	"The people of Appalachia are a proud people. They were very open and honest with me, welcoming me into their homes and to their tables. They loved the beauty and solitude of the mountains. I understood their love of the land. ...Coal mining changed the landscape forever and the land was never again the same." Photojournalist Jack Corn captured a grandmother and her grandson near Logan, West Virginia.
Photography		MS0774-Wounded_Miner-1968.jpg	Ms0774-Wounded_Miner-1968.xml	[Sheriff Jack Laxton Administers Oxygen to Rescue Worker Edker Hunnicutt]	Corn, Jack, 1929-	-	1965	Black-and-white photographs	MSS0774, Jack Corn Collection, Image 037	Vanderbilt University Special Collections	Copyright; licensed to Vanderbilt University	After a methane gas and coal dust explosion on May 24, 1965, Corn photographed rescue efforts and the disaster aftermath at Brimstone Mountain for The Nashville Tennessean. Five miners were killed, and the two-day rescue drew several hundred anxious spectators, family, and members of the press.
Photography		MS0827-P-Bald_Head_Cliff-1901.jpg	MS0827-P-Bald-Head-Cliff-1901.xml	[Sea Wall at Bald Head Cliff, York, Maine]	Detroit Photographic Co., Jackson, William Henry, 1843-1942	-	1901	Photochroms	MSS0827, Howard Gottlieb and William H. Jackson Collection	Vanderbilt University Special Collections	Public Domain	Regular trains, overnight steamship service, and seaside hotels lured middle-class tourists from Boston, Philadelphia and New York to spend summertime in this Southern Maine coastal town as early as 1875. Besides walking cliff paths and “rusticating,” tourists explored historic towns popularized by local author Sarah Orne Jewett in her novels of Maine.
